GeneID	Myers_H1-hESC_cell_2x75_200_1	Myers_H1-hESC_cell_2x75_200_2	Myers_HUVEC_cell_2x75_200_1	Myers_HUVEC_cell_2x75_200_2
79172	2699	2631	2525	1461
109	2564	2772	4101	3108
105377626	34	26	25	19
51277	146	114	127	78
729723	1	3	12	4
22979	1001	891	181	159
5443	70	109	33	31
106144568	0	0	1	0
1788	7694	8463	2986	2841
100302246	0	0	0	0
1838	1612	1750	611	501
101929272	130	130	29	26
105374332	0	0	0	0
55252	2448	1724	3869	2348
3797	3679	3881	4656	3597
10890	3592	3483	6895	4558
105374333	8	11	19	7
150946	1825	1947	492	364
3030	7939	7841	14859	11128
3032	2115	2055	5831	4455
105374334	166	181	30	15
165082	307	254	79	43
85465	2714	1842	2128	920
92749	6	4	1	1
9381	6	8	1	6
339778	1	3	23	16
130106	1	3	0	0
3777	11	10	1	0
54978	748	834	2153	1452
1058	326	337	716	200
56896	2038	1974	0	1
22924	347	381	325	271
100129724	0	1	1	2
54867	2108	2396	5926	4242
100874031	1	2	1	1
100189022	0	0	0	0
60509	2698	2829	2052	2267
100128731	2073	3024	7180	6181
11117	145	189	44	25
3795	549	639	220	143
10669	201	237	337	465
84696	216	242	250	187
10113	1801	2094	2188	1724
339779	1	0	0	0
150921	3	2	0	0
8884	6089	5852	3181	1914
51374	2457	3028	2658	1755
790	17243	16158	11397	7846
7781	923	1002	368	583
285126	34	29	3	12
57159	249	289	9	16
7349	14	11	6	8
4358	1399	1586	2483	2099
2976	5306	5471	3482	2050
100505624	681	606	372	175
105374363	273	264	163	103
8890	2225	2147	2281	1501
9784	3225	3161	5039	3436
130557	788	941	756	676
5496	12561	13272	10938	6511
2498	57	139	454	156
29959	5130	5742	8549	5654
200634	896	1093	83	49
26160	969	983	2206	1351
64838	529	607	1222	995
2646	14	33	136	45
84226	16	15	148	78
84450	1174	1203	2107	1640
79635	52	57	99	59
11321	1557	1754	2952	1751
9913	1292	1263	2339	1588
22950	851	922	2053	1219
100129995	35	43	0	0
105374378	20	26	0	0
9553	520	606	1433	1078
64080	68	90	37	48
9577	655	661	1134	888
100302650	52	41	143	119
105374369	0	0	10	1
100422965	0	1	4	6
100505736	0	2	2	0
100505716	5	6	6	1
105374381	0	1	0	0
105374382	0	2	1	1
105374383	0	0	1	0
403150	0	0	14	8
2355	330	278	8296	7336
102723530	0	0	0	0
151056	9	13	36	35
105374384	0	0	0	0
100505774	2	1	0	0
112267877	59	56	21	23
5500	3454	3264	7803	4410
245711	50	62	123	66
55006	667	626	874	552
23160	4132	3829	5182	2741
692209	2	0	1	0
26796	4	5	2	0
109617012	3	6	4	4
165186	25	36	49	32
388939	0	0	0	0
105374386	0	0	0	0
79745	3	14	1780	1061
238	5	6	3	1
101929386	0	0	0	0
105374389	0	0	0	0
101929418	0	0	1	0
51646	726	819	3868	3514
105374414	0	0	0	0
109616960	1	0	2	1
81606	1182	1424	694	640
102723594	0	1	0	0
285043	4	6	0	0
253558	401	482	554	356
92291	115	128	0	0
105374435	0	0	0	0
79623	492	538	0	2
107985861	0	0	0	0
440854	6	2	1	6
30845	1027	1117	429	552
7498	47	58	0	0
6716	0	2	0	0
107985862	0	0	0	0
107985863	0	0	0	0
105374449	0	0	0	0
51072	844	839	2110	1306
84661	1759	1956	1941	1126
6683	791	541	1385	887
55676	1118	923	1428	890
58484	9	17	9	7
84272	604	440	1986	1425
57448	4404	3606	9344	5658
693143	0	0	0	0
103752586	0	3	2	0
55622	1163	983	1683	844
100616219	0	0	0	0
285045	4	2	4	3
105374453	0	0	0	0
4052	2407	2217	24803	21665
100616136	0	0	0	0
25780	14	12	556	168
105374454	15	16	22	10
25940	3237	2792	5550	3410
105374455	8	12	0	1
107985864	1	4	0	0
104355287	0	0	1	2
151325	0	0	1	0
105374456	0	0	0	0
106144585	0	0	0	0
105374457	0	0	0	0
105374459	0	0	0	0
104355288	0	0	0	0
107985865	0	0	0	0
105374458	0	0	0	0
105374461	0	0	0	0
107985808	0	0	0	0
100616475	0	0	0	0
107985866	0	0	0	0
100288911	134	154	446	414
51232	1442	1197	54660	36660
9637	238	312	6585	4105
5212	2	4	24	17
6801	1703	1205	3418	1914
54497	1214	1062	2746	1729
253635	127	137	1017	543
5610	2136	1718	3808	2160
391365	2	0	0	0
100505876	1530	1488	1826	1194
10153	6141	5599	2725	1538
55471	2225	2054	1602	1048
23683	1767	1424	3626	1897
101929542	8	2	5	5
25797	101	97	900	333
107985868	109	133	0	0
105374464	1	1	3	3
10602	975	798	1820	832
107985870	3	4	0	1
105374465	0	0	0	0
107985869	0	0	0	2
101929559	0	0	6	4
151393	47	34	102	35
101410544	0	0	0	0
107985872	0	1	0	0
1545	83	63	0	0
105374466	1	0	0	0
285154	1	1	0	0
107985871	1	1	0	1
102723739	0	0	0	0
105374467	0	0	0	0
64225	2156	1767	2090	1159
105374468	0	0	0	0
100996902	0	0	0	0
101929596	0	0	0	0
92906	1606	1667	2248	1424
130589	576	624	520	385
6432	9255	13742	6596	3748
79833	617	570	674	323
90957	1973	1504	2325	1237
105374470	5	7	7	7
729967	158	162	488	240
100271715	19	18	15	6
105374471	0	1	1	2
375196	17	27	14	8
6654	1326	940	3193	1970
344387	8	3	8	6
8491	1246	939	1485	866
728730	36	58	81	73
130733	348	377	34	31
80745	463	411	320	199
112268436	0	0	0	0
100128590	0	0	0	0
6546	180	117	122	17
101929667	0	0	0	0
105374473	0	0	0	0
105374475	0	0	0	0
105374497	0	0	0	0
105374491	0	0	0	0
101929700	0	0	0	0
105374506	0	0	0	0
388942	0	0	0	0
101929723	2	1	0	0
400950	10	8	0	0
105374517	0	0	0	0
91461	1768	2131	89	103
105374531	0	0	0	0
102723824	6	1	0	0
27436	4895	4514	2768	1533
107985874	1	0	2	0
107985873	310	238	113	53
9167	1917	2283	4543	2775
105374537	8	8	0	0
170850	426	385	1	4
57504	6215	6143	2435	1845
105374555	3	7	1	1
165140	71	134	3	10
23498	127	212	33	31
107985875	24	34	15	14
100189265	5	3	6	1
105374567	0	3	1	2
105374568	0	0	0	1
112268413	0	2	0	0
102723854	0	0	0	0
107985876	6	7	0	0
100506047	4	1	1	0
105374570	1	2	0	0
678	4239	3392	3208	2875
100129726	54	35	11	9
63892	1498	1265	2265	1253
107985877	98	79	43	40
130271	372	281	80	52
728819	3	1	11	2
51626	137	151	400	278
105374571	5	8	4	0
64240	3	1	1	1
64241	2	3	5	3
102725159	0	0	0	0
10128	11029	9066	10457	6927
102723904	117	160	13	25
5495	5689	5045	1543	975
6519	336	281	649	428
9581	1256	1035	2357	1529
79823	520	539	245	129
107985878	26	13	14	7
105374573	4	1	0	0
107985879	20	21	0	0
100506108	1	1	0	0
6496	12	8	0	0
10736	14	18	190	244
107985809	0	1	6	3
400952	3	8	28	36
105374576	0	0	3	5
105374577	0	0	0	0
55133	912	913	1070	644
102724965	5	4	30	25
5581	49	57	2865	1799
105374580	0	1	3	0
101926974	0	0	0	6
105374581	0	0	0	1
2034	142	113	30188	26686
105374582	0	1	0	0
101805491	1	0	0	0
388946	0	0	0	0
90423	177	236	176	115
23433	1149	1147	2161	1571
100506142	58	45	16	5
5281	492	478	1071	689
9419	376	316	943	470
105374584	53	64	19	4
9655	913	757	760	479
388948	2	1	1	2
100134259	6	5	3	5
107985880	0	0	1	0
90411	3213	2494	17283	7897
57217	1194	1211	1180	809
285051	3	3	10	2
805	7535	8076	25832	14406
101927043	30	17	12	19
105374588	0	1	0	0
107985882	0	1	0	0
618	40	275	735	2314
4072	4378	3717	8	8
693144	0	1	0	0
4436	9262	8004	2465	1351
56660	623	702	18	14
644093	23	24	1	0
440864	35	30	0	0
105374589	2	5	0	0
2956	10773	9836	3905	2576
80204	1419	1316	3843	2457
100506235	17	18	18	3
105374590	0	3	0	1
105374592	0	0	0	0
105374591	0	0	0	0
105374593	0	1	1	0
102724008	0	0	0	0
3344	399	274	1002	645
129285	699	624	1117	799
286749	175	142	339	342
11037	470	401	945	985
11036	3	5	11	10
3973	17	19	0	0
105374594	0	0	0	0
2492	1	1	0	0
102465854	0	0	0	0
107985810	0	0	0	0
105374595	0	0	0	0
9378	978	711	0	0
101927089	2	4	0	0
103504737	0	0	0	0
730100	24	15	2	0
105377627	0	0	50	5
105374597	0	0	0	0
107985766	0	0	0	0
105374596	5	9	0	0
105374598	0	0	0	0
107985883	1	0	0	0
100616431	0	0	0	0
105369165	3	1	0	0
105374600	5	2	0	0
105374601	2	0	0	0
51130	402	290	418	286
100302652	376	271	383	251
494143	176	172	281	87
27248	786	668	2414	1812
112268415	27	26	155	116
100500850	1	3	9	0
10936	124	98	116	74
23198	6769	5012	9341	4689
98	84	118	169	80
105374615	1	3	0	0
388951	2	0	1	0
105374610	1	0	2	0
129852	0	0	0	0
102724072	0	0	13	10
6711	19344	17470	46771	30300
105374640	1	1	4	0
56969	0	1	3	1
105374653	0	0	1	0
400954	1074	857	5738	3487
105374667	0	0	0	0
57142	9186	7724	27589	18204
105374662	1	0	0	0
105374674	1	1	8	2
130162	140	145	128	133
6233	24243	28574	22844	24022
4528	3468	4123	3811	2584
344405	121	128	49	16
55704	4317	3722	6788	3606
112942	562	476	1110	830
57223	1526	1281	4152	2307
107985885	20	12	17	9
87178	1303	1126	2405	1393
107985811	0	0	5	0
112268416	0	0	217	101
2202	667	649	145559	142476
105374690	35	37	26	18
104355290	0	0	1208	1004
406999	0	0	9	8
406998	0	0	5	4
100126319	0	0	0	0
101927165	0	0	0	0
100129434	33	32	1006	761
107985795	2	4	47	60
114800	33	26	1208	1109
101927213	0	0	0	1
107985886	0	0	0	0
105377632	2	5	0	3
101927235	0	0	0	0
105374697	0	1	0	0
105377628	0	0	1	0
7444	927	843	3094	1446
105374726	0	0	0	0
107984043	50	36	118	62
55120	1217	1153	896	456
105374744	5	2	0	0
400955	94	66	0	1
101927285	0	0	0	0
105374754	0	0	0	0
106660609	0	0	0	0
100616473	0	0	0	0
102724142	0	0	0	0
53335	942	842	27	27
64895	733	662	904	605
400957	0	1	0	2
5966	362	279	1244	1081
150962	101	105	547	358
5194	693	560	1470	940
84542	365	328	1000	776
105374759	0	1	1	0
339803	69	80	562	425
339804	129	135	146	124
105374758	2	1	0	0
130872	2322	1956	2488	2176
9736	4695	3428	11209	7013
100124537	2	1	0	0
105377633	2	0	6	4
7514	12273	11238	15469	7530
107985767	9	8	3	4
105374760	2	1	0	0
84140	334	281	294	159
10575	10071	10981	13735	7924
150684	1521	1781	2215	1491
107985768	0	1	0	0
10678	1564	1344	883	595
100847087	2	1	1	1
105374761	2	1	0	0
105374764	16	6	14	6
200728	34	30	66	46
23301	1689	1426	1542	895
100132215	229	190	140	72
5013	110	87	4	3
100169989	5	9	3	1
51057	620	665	234	132
107985769	3	0	0	0
4190	9103	9169	4777	2692
7360	15102	15876	4158	2474
51542	557	510	1732	1055
57162	2067	1738	2184	1587
150992	2	6	0	0
100507006	263	252	17	9
105374768	13	11	0	0
105374769	0	0	0	0
102465833	1	0	0	0
100616265	1	0	0	0
105374771	107	75	15	14
29094	755	747	137	114
105374774	1	0	0	0
105374773	2	3	6	4
101927402	0	1	8	6
54812	633	533	1367	860
100616419	0	0	1	0
105374772	1	2	5	1
339807	0	1	0	0
9792	413	385	1844	1308
105374775	4	5	7	4
105374777	2	1	3	3
105374776	0	0	2	1
101927438	2	1	0	0
400958	2	0	0	0
107985888	6	7	0	0
107984063	172	182	54	37
6509	52	55	800	763
102724233	10	14	1	2
23177	1968	2193	1874	1347
5861	3935	3719	11912	7765
10097	6052	5209	29345	17394
200734	1184	1126	712	456
105374780	0	0	0	0
105374781	0	0	0	0
107985889	0	0	0	0
105369167	0	0	0	0
101927533	0	0	0	0
105369168	0	0	1	0
107985890	5	2	0	0
107985812	17	24	0	0
100616464	0	0	0	0
729348	5	10	0	0
730198	1	1	3	2
4211	7	11	415	330
100873998	0	0	10	7
100507073	0	0	0	0
101927577	1	0	0	0
101060019	0	0	0	0
102724321	0	0	0	0
105374785	0	0	1	0
102800447	0	0	0	0
644838	6	17	3	5
101927661	0	0	0	0
54465	655	554	1169	660
107985891	0	0	0	0
105374786	1	0	8	9
102724373	1	0	1	3
101927701	0	0	24	12
10438	250	264	617	423
105374789	4	1	1	3
116143	539	544	690	458
56902	1217	1099	1848	816
5534	1776	1400	3835	2498
107985892	2	3	11	3
25927	180	161	4045	2679
102724389	1	0	2	5
101927723	0	1	0	0
5341	0	0	3	1
554251	109	104	105	51
200558	140	92	111	75
10887	129	136	0	0
9938	28	39	14	8
105374790	0	4	0	0
105374791	0	0	0	0
107985893	0	0	0	0
27302	0	0	3	0
105374792	0	0	1	0
107985894	0	0	0	0
200504	0	0	0	0
56287	0	0	0	0
84168	2645	2297	1382	572
100423030	0	1	0	0
2673	4411	3210	4619	3588
27247	654	672	1542	952
22848	1858	1561	6203	3934
112268437	262	163	843	489
100124535	0	0	0	1
307	526	624	3699	2386
107985770	5	4	24	4
64395	1000	834	940	567
11017	362	361	918	645
4084	117	96	767	534
151516	48	43	14	16
400960	263	271	138	87
5093	16677	17298	13577	9503
100133985	47	46	17	5
54980	222	245	369	252
7072	3707	3124	5298	3747
100189231	2	0	0	0
100302268	0	0	0	0
51449	1991	1681	4997	2938
6637	2921	3790	5210	2882
84908	3733	3240	2406	1181
7039	130	124	35	32
100874273	0	0	0	0
107985895	0	0	0	0
119	9271	8682	18	12
105374794	8	9	0	0
344018	2	0	0	0
165530	1	0	0	0
50489	0	0	7	5
104355141	0	0	0	0
25806	2	1	62	98
525	4	5	24	20
101927750	1	2	75	24
105374795	11	7	8	6
79998	172	193	774	458
113419	921	1005	5035	2947
105374796	0	0	0	0
79315	0	0	0	0
55577	1228	1263	2940	2470
84693	173	166	159	111
10199	857	853	1823	978
400961	1890	1903	58	46
105374797	2	2	0	0
27332	4217	3694	5775	3150
8291	879	987	7840	3348
107985896	1	0	0	0
105374798	1	3	0	0
56603	17	10	178	65
23233	2498	1852	2892	1919
6697	219	369	1888	1275
2016	148	162	5	1
94097	1493	1499	919	711
107985897	22	22	22	16
105374800	27	28	20	7
26056	1106	1040	5381	3921
344022	22	23	0	0
10322	2532	2895	1422	943
84279	191	258	706	494
10574	19390	21198	22498	13145
150726	2080	2155	356	398
1961	5	3	0	0
105374802	0	0	0	0
105374803	0	0	0	0
105374804	0	0	0	0
7840	3205	2406	1257	833
100874291	67	92	16	12
9027	1	3	2	0
200420	3	6	0	0
112268418	3	4	0	1
51471	0	1	6	3
51002	524	563	1282	494
8446	365	340	1130	680
388960	9	13	0	0
105374807	13	6	6	5
10617	1739	1485	1114	817
112268419	193	152	90	62
72	390	257	13	6
1716	1452	1773	1314	904
100874048	393	336	304	164
200424	2159	1769	2425	1552
107985898	27	26	45	27
388962	445	609	1012	501
100507171	542	563	190	177
55233	2118	2051	6724	4000
10797	6448	6502	4253	2590
57835	233	304	121	75
1639	10518	10458	13141	9098
100189589	16	12	9	8
388963	155	167	32	22
84058	1832	2394	587	458
6242	1618	1717	374	428
100532735	1238	1389	1012	957
83444	205	213	368	365
23559	1133	1302	779	738
7841	3373	2994	3945	3134
116540	519	779	994	942
84865	410	374	415	287
64427	1317	1464	833	673
85474	6	18	52	37
151534	20	33	276	189
84759	322	351	341	265
3196	8	9	0	0
165545	38	51	1	0
550	2963	2890	3775	2613
27429	1169	1036	1350	1099
84695	1286	1409	350	293
1796	481	504	568	442
130951	166	266	1	0
10505	309	337	287	276
105374808	9	8	1	2
102724497	12	19	17	24
102724482	2	2	0	0
3099	5918	5385	1546	787
102724515	2	4	0	0
105374809	115	110	131	82
101927861	1	0	0	0
56655	385	368	593	325
6869	20	12	0	0
100846995	1	0	0	0
105374811	4	10	1	0
105374812	8	14	0	1
107985900	0	0	0	0
105374810	0	0	0	0
84141	38	39	1552	976
101927884	1	0	4	7
9801	1154	975	2186	1250
6936	730	697	1690	922
105374813	5	4	1	1
105374814	1	5	0	0
80059	178	159	0	0
105374815	3	5	0	0
101927907	0	0	1	0
101927967	0	0	0	0
101927926	0	1	0	0
105374817	0	0	0	0
100170221	0	0	0	0
105374816	0	0	0	0
101927948	0	0	0	0
105374820	0	0	0	0
105374819	0	0	0	0
105374821	0	0	0	0
105374822	0	0	0	0
130120	0	0	0	0
5968	0	0	0	0
5967	0	1	0	0
5969	0	0	0	0
5068	0	0	0	0
107985902	0	0	0	0
105374823	0	0	0	0
101927987	2	0	0	0
1496	559	625	0	0
100422888	0	0	0	0
102465877	0	0	0	0
107985903	0	2	0	0
347730	53	64	0	0
107985904	2	2	0	0
105374824	0	0	0	0
105374827	2	0	0	0
100507201	0	0	0	0
102724542	0	0	3	1
105374828	1	0	0	0
105374829	0	0	0	0
105374831	0	0	0	0
1720	1	0	1	0
105374832	0	1	0	0
105374833	0	0	0	0
105374834	0	1	0	0
101928031	0	0	0	0
107985905	0	0	0	0
388965	1	2	5	3
8802	977	1058	2971	1862
1768	10	10	6	2
107985906	2	2	0	0
129293	635	671	15	6
105374837	0	0	0	0
105374836	151	107	1310	780
9168	9997	12795	80300	53080
105374838	133	117	22	7
56888	3511	3102	3474	2293
100996478	0	1	0	0
83439	9602	9606	2025	1959
100874334	3	12	2	0
102724579	6	3	7	4
105374839	13	60	15	5
100996506	22	12	37	29
10618	3355	2879	19670	10994
54884	1269	1106	3546	2478
84173	448	358	749	551
822	1449	1865	3251	3097
105374841	71	69	106	109
284948	25	34	2	2
100630918	107	126	31	18
4144	12763	11822	14412	9096
2677	2268	2275	3718	2649
8673	619	750	1650	1466
10791	77	119	4880	4232
51255	1749	2403	2991	2248
129303	717	794	859	635
10713	3626	3678	3504	2105
388969	1309	1626	1009	723
6439	7	9	0	1
105374842	0	1	1	0
10578	4	17	0	1
84913	45	51	1058	1319
102466516	0	0	1	3
284950	0	1	3	3
8869	129	106	756	340
101928113	1	1	3	2
112268420	2	3	4	1
105374843	0	0	0	0
25885	5785	4906	7739	4559
55037	4706	4174	3232	2310
692225	29	20	19	9
10989	4462	4339	6297	3897
100616159	0	0	0	0
51318	1221	1141	2385	1342
65055	52	37	16	21
55818	1480	1518	2018	1602
100526767	421	440	2828	2247
51652	403	416	2733	2173
105374845	10	4	45	25
7844	200	233	1775	1431
64795	3534	3289	2085	1425
925	11	18	1	0
105374846	2	4	0	0
926	8	19	0	0
100286979	53	39	74	30
400966	408	395	289	255
5343	21	23	28	21
285074	1019	996	450	289
107985772	0	0	1	1
102724642	230	220	233	150
100616370	0	1	0	0
107985771	0	1	1	0
105374847	0	1	0	0
107985908	16	11	10	4
105374848	35	27	16	5
105377635	25	14	2	1
101928173	2	3	68	33
112597	141	175	3105	1663
101928152	9	16	152	80
107985909	4	2	15	5
100616499	2	2	2	0
101928214	11	12	60	33
730268	613	571	479	262
5342	36	45	54	37
729857	422	393	291	246
105374851	0	0	0	0
105374852	36	49	3	2
51315	236	215	829	562
150572	2	4	0	0
100616447	0	0	0	0
2168	0	0	0	0
101928347	1	3	0	0
55258	335	406	3	3
344167	869	727	0	0
200523	13	33	0	0
101928371	226	189	176	133
9451	960	817	1006	804
101928403	40	49	33	22
102724805	49	33	11	3
22934	889	885	1413	920
105374853	1	3	2	0
645784	16	12	5	2
105374855	1	1	18	4
100616399	0	0	0	0
105374854	0	0	6	1
3514	5	12	0	0
28946	0	0	0	0
28947	1	0	0	0
28948	0	0	0	0
28949	0	0	0	0
28950	0	1	0	0
28908	0	0	0	0
28907	0	0	0	0
28905	0	0	0	0
28929	0	0	0	0
28299	0	0	0	0
28943	0	0	0	0
28915	0	0	0	0
28942	0	0	0	0
28941	0	0	0	0
28928	0	0	0	0
28914	0	0	0	0
28940	0	0	0	0
28939	0	0	0	0
28927	0	0	0	0
28913	0	0	0	0
28938	0	0	0	0
28937	0	0	0	0
28926	0	0	0	0
28925	0	0	0	0
28912	0	0	0	0
28906	0	0	0	0
28936	0	0	0	0
28924	0	0	0	0
28923	0	0	0	0
28911	0	0	0	0
28922	0	0	0	0
28935	0	0	0	0
28921	0	0	0	0
28920	0	0	0	0
107985910	0	0	3	0
28919	0	0	0	0
28910	0	0	0	0
28934	0	0	0	0
28933	0	0	0	0
28909	0	0	0	0
28932	0	0	0	0
28918	0	0	0	0
28931	0	0	0	0
28917	0	0	0	0
28930	0	0	0	0
28916	0	0	0	0
107985911	37	49	846	614
101927050	0	0	2	2
105374862	0	0	0	0
28878	0	0	0	0
28893	0	0	0	0
28879	0	0	0	0
28894	0	0	0	0
28880	0	0	0	0
28895	0	0	0	0
28871	0	0	0	0
28896	0	0	0	0
28897	0	0	0	0
28872	0	0	0	0
28881	0	0	0	0
28882	0	0	0	0
28883	0	0	0	0
28898	0	0	0	0
28884	0	0	0	0
28873	0	0	0	0
28885	0	0	0	0
28886	0	0	0	0
28899	0	0	0	0
28870	0	0	0	0
28874	0	0	0	0
28887	0	0	0	0
28888	0	0	0	0
28869	0	0	0	0
28900	0	0	0	0
28901	0	0	0	0
28875	0	0	0	0
28889	0	0	0	0
28902	0	0	0	0
28903	0	0	0	0
28876	0	0	0	0
28890	0	0	0	0
28892	1	4	0	0
28891	11	20	0	0
28904	1	0	0	0
28877	0	0	0	0
101060017	1	0	2	1
101930047	0	0	3	2
101926969	2	2	22	20
654342	11	8	573	365
107985798	5	2	8	5
105374868	0	0	2	2
645367	0	0	36	28
440888	0	0	0	0
728034	5	7	143	103
107985915	4	1	25	16
100133920	0	0	3	1
100509620	0	0	1	1
107985916	0	0	0	0
90499	0	0	0	1
729171	1	2	3	2
442028	0	0	0	0
150483	0	0	0	1
105373487	0	0	0	0
4118	0	0	0	0
105373488	0	0	0	0
64969	1644	1783	2654	1826
84874	710	698	623	450
7549	71	72	211	188
150696	89	110	23	14
30818	11	22	40	50
51011	929	1117	942	848
653192	0	0	0	0
107985917	0	0	30	18
129868	0	0	0	0
105373490	0	0	0	0
101926959	0	0	0	0
105373492	0	0	0	0
150759	63	58	810	476
400986	110	113	1045	548
729234	145	183	38	39
150763	99	129	58	30
105373493	0	0	0	0
105373494	0	0	0	0
151	377	534	1	0
431705	26	63	0	0
1844	279	284	10	15
56910	8412	8615	7725	4644
285033	497	460	342	238
109623481	1	0	0	0
55654	1777	1649	4201	3023
9391	2677	2597	4250	2819
23020	26292	25622	17867	10097
150771	601	676	267	229
23397	2398	2544	1337	531
93082	0	3	1	3
105373496	1	3	0	0
10865	193	199	911	754
55683	2429	2169	2837	1972
90342	79	118	3	2
81562	987	973	1322	847
26504	984	1038	759	506
100422928	1	1	0	0
100506036	7	11	3	3
26505	2170	2166	1061	880
200539	376	324	105	86
51239	353	380	365	265
54910	5202	5593	870	1015
51252	23	21	0	0
101927053	0	0	0	0
151313	979	1127	279	236
375248	339	364	1541	893
100506076	29	21	481	295
107985920	1	0	5	2
100506123	28	19	410	250
57730	193	203	1010	547
105373499	0	0	0	0
1329	3869	4668	2871	2616
10120	1780	2352	2260	2202
728537	47	60	71	59
7535	26	13	13	9
23505	1546	1423	3677	2249
107985921	42	39	114	62
105373501	0	0	0	0
200403	0	0	1	2
1261	1	0	0	1
3631	3738	3018	2648	1908
493753	573	670	578	405
25972	801	760	1420	933
11320	207	144	3638	1739
107985922	0	0	5	2
101927070	0	0	0	0
343990	20	25	186	107
80705	155	158	38	8
150590	129	131	6	3
51601	152	149	184	105
129531	506	571	780	458
51263	1985	2141	2987	1768
254773	18	21	6	4
129530	29	37	36	38
10190	584	463	2581	1271
107985923	5	8	24	16
9669	5329	4821	10275	5578
51455	1245	1179	2230	1406
3899	69	50	84	45
105373504	0	1	0	0
112268421	1	4	10	1
150577	0	0	0	1
164832	116	116	8	2
9486	1698	1943	978	653
129521	0	0	0	0
105373506	0	0	0	0
79031	883	876	1547	815
105373507	0	0	0	0
107985814	0	0	0	0
107985924	0	0	0	0
105375310	0	0	0	1
105373508	0	0	0	0
4862	114	103	3611	2721
101927142	0	0	2	2
6160	27718	35662	27237	29590
11138	1446	1423	2178	1557
105373510	12	9	20	12
100506286	15	14	34	17
55571	1535	1472	2514	1541
105373511	131	112	210	97
284996	786	904	5538	2528
692205	12	13	21	15
105373512	0	1	1	1
100847007	1	0	0	0
200407	73	69	105	30
731220	38	38	7	5
107985925	0	1	2	0
105373514	0	0	0	0
9448	12616	11708	37994	20815
100506328	0	0	0	0
7850	1	1	0	1
107985926	0	0	0	0
3554	14	15	271	189
8808	0	0	0	1
9173	0	0	59219	26368
8809	8	8	575	466
8807	3	1	7	2
100616157	0	0	0	0
389015	0	0	8	1
6549	9	5	3	1
84804	639	512	357	272
130827	82	87	80	59
105373518	0	1	0	0
105373519	0	0	0	0
105373520	0	0	0	0
107985927	0	0	0	0
107985928	0	0	0	0
105373521	0	0	0	0
105373523	0	1	0	0
105373522	0	0	0	0
100287010	0	0	0	0
101927331	0	0	0	0
150568	2	1	0	0
101927360	0	1	0	0
105373524	0	0	0	0
105373525	0	0	0	0
105373526	0	0	0	0
101927383	7	19	0	0
284998	1	1	0	0
100506421	0	0	0	0
5455	7	3	0	0
102682016	0	1	0	0
102724691	5	7	0	0
64965	1638	1722	1184	694
101927492	461	410	168	105
105373527	1	0	1	1
105373984	63	89	0	0
105373528	0	0	0	0
11250	9	2	1	0
9392	1558	1392	4288	2717
100506473	227	217	142	76
79074	656	550	1113	698
2274	1063	1560	13361	9832
105373529	0	0	0	0
105375311	0	0	0	0
285000	0	0	0	0
107985929	0	0	0	0
8440	2813	2758	2334	1937
105373530	0	3	0	0
105373531	0	0	1	0
84417	37	62	0	0
80146	1844	1884	3155	2809
107985930	1	2	6	2
402096	49	18	25	17
285189	1	1	4	2
653489	183	150	388	284
105373534	0	0	0	0
107985931	4	4	7	6
927	4	3	0	0
102724744	2	3	0	0
84620	647	489	0	0
105373535	0	0	0	0
105373536	0	0	0	0
105373538	0	0	0	0
105373537	0	0	0	0
105373539	0	0	0	0
104326057	0	0	0	0
729121	0	0	0	0
285190	239	204	452	288
60482	11	7	0	0
107178918	0	0	0	0
102724774	0	1	0	0
442038	0	0	0	0
6819	46	69	0	0
151234	0	1	0	0
27233	97	114	372	671
9648	1474	1227	2584	1733
644903	57	40	51	34
3987	1010	816	8924	5342
106182118	3	6	41	30
5903	7700	5669	12947	7512
165055	565	454	321	123
10913	8	7	0	1
100287216	9	10	311	293
344558	41	33	2320	1894
100422863	0	0	1	0
100423027	0	0	0	0
107985773	0	0	1	1
151011	2247	2086	4972	3058
65124	620	514	202	97
105373545	0	1	0	0
107985774	0	0	0	0
100506563	9	8	0	0
84220	623	511	1575	1193
102724848	0	0	10	5
100271835	46	50	564	400
96626	44	46	757	511
105373547	0	1	13	10
440895	3	6	39	28
440894	109	141	338	221
112268438	4	6	3	2
105373985	2	7	0	1
107985775	0	0	0	0
105373548	0	1	0	0
105373549	0	1	0	0
105373986	1	0	0	1
100422994	1	0	0	0
7851	251	374	3231	1211
100616123	1	0	2	1
4867	88	96	236	172
205251	352	528	453	350
100507334	22	44	44	20
100847033	1	0	3	1
105373551	1	0	0	1
107985776	1	0	0	0
105375809	1	1	0	1
151009	98	137	178	126
100288695	99	104	1480	1038
100288570	5	9	56	29
105373552	21	20	228	143
102724875	0	0	5	5
729540	628	514	1536	1165
105373553	9	7	0	0
699	6040	4934	3135	921
106635550	0	0	0	0
105373554	1	1	0	0
55289	768	973	27	27
400997	16	21	1	0
10018	844	940	541	480
541471	140	197	3611	1791
101927283	17	23	62	18
100616341	1	0	2	0
105373557	4	2	46	18
105373559	0	2	1	0
107985933	0	6	1	2
64682	5208	4257	4098	2079
100616165	0	1	0	0
10461	463	438	2647	1245
84910	443	393	2795	1405
105373560	1	0	1	2
129804	94	98	135	140
84524	257	242	365	281
376940	343	433	186	134
727851	559	482	1513	1168
150465	2465	2037	6033	3910
105373562	8	12	8	5
84172	2724	2279	2421	1275
